lemma,pos,gender,plural,derived_verbs,derived_adj,gloss,etym_lang,source,notes,ipa_raw_lemma,ipa_raw_pl
negritură,N,FEM,,,,blackening,,https://ro.wiktionary.org/wiki/negritur%C4%83,needs plural confirmation,ne.gri'tu.rə,
negriu,ADJ,,,,,blackish,,https://ro.wiktionary.org/wiki/negriu,,neˈɡriw,
negrizutos,ADJ,,,,,that does not contain firedamp,,https://ro.wiktionary.org/wiki/negrizutos,,,
negrișor,ADJ,,,,,,,https://ro.wiktionary.org/wiki/negri%C8%99or,,ne.gri'ʃor,
negroaică,N,FEM,negroaice,,,"black cumin, nigella",,https://en.wiktionary.org/wiki/negroaic%C4%83,,,
negrofil,N,MASC,negrofili,,,negrophile,,https://en.wiktionary.org/wiki/negrofil,,,
negroid,N,MASC,negroizi,,,,,https://ro.wiktionary.org/wiki/negroid,,ne.groˈid,
negroidă,N,FEM,negroide,,,,,https://en.wiktionary.org/wiki/negroid%C4%83,,,
negrotei,N,MASC,negrotei,,,"nigger, black person, African",,https://en.wiktionary.org/wiki/negrotei,,ne.ɡro.ˈtej,
negru,N,NEUT,negru,înnegri,negricios | negrior | negriu | negruș | negruț,black,,https://ro.wiktionary.org/wiki/negru,,ˈne.ɡru,
negruvodean,N,MASC,negruvodeni,,,male inhabitant of Negru Vodă,,https://en.wiktionary.org/wiki/negruvodean,,,
negruvodeancă,N,FEM,negruvodence,,,,,https://en.wiktionary.org/wiki/negruvodeanc%C4%83,,,
negruș,N,MASC,negruși,,,,,https://en.wiktionary.org/wiki/negru%C8%99,,,
negrușcă,N,FEM,negruște,,,black caraway,,https://ro.wiktionary.org/wiki/negru%C8%99c%C4%83,,ne'gruʃ.kə,
negruț,ADJ,,,,,blackish,,https://ro.wiktionary.org/wiki/negru%C8%9B,,,
negrăit,ADJ,,,,,unspoken,,https://ro.wiktionary.org/wiki/negr%C4%83it,,ne.grə'it,
negurat,ADJ,,,,,"gloomy, foggy",,https://ro.wiktionary.org/wiki/negurat,,,
negureală,N,FEM,negureli,,,fog,,https://ro.wiktionary.org/wiki/negureal%C4%83,,ne.gu're̯a.lə,
negurică,N,FEM,negurici,,,,,https://en.wiktionary.org/wiki/neguric%C4%83,,,
neguriu,ADJ,,,,,blackish,,https://ro.wiktionary.org/wiki/neguriu,,ne.guˈriw,
neguriță,N,FEM,negurițe,,,,,https://en.wiktionary.org/wiki/neguri%C8%9B%C4%83,,,
neguros,ADJ,,,,,"foggy, nebulous",,https://ro.wiktionary.org/wiki/neguros,,ˌne.ɡuˈros,
negură,N,FEM,neguri,înnegura,neguros,fog,,https://ro.wiktionary.org/wiki/negur%C4%83,,ˈne.ɡu.rə,
negus,N,MASC,neguși,,,,,https://ro.wiktionary.org/wiki/negus,,ˈniːɡəs | ˈnɛ.ɡus | -ɛɡus,
negustor,N,MASC,negustori,neguța,negustoresc,"merchant, trader, dealer",la,https://ro.wiktionary.org/wiki/negustor,,ne.guˈstor,
negustoraș,N,MASC,negustorași,,,small merchant,,https://ro.wiktionary.org/wiki/negustora%C8%99,,ne.gus.to'raʃ,
negustoreasă,N,FEM,negustorese,,,,,https://ro.wiktionary.org/wiki/negustoreas%C4%83,,ne.gus.toˈre̯a.sə,
negustoresc,ADJ,,,,,"commercial, merchant|merchant's",,https://ro.wiktionary.org/wiki/negustoresc,,ˌne.ɡus.toˈresk,
negustorie,N,FEM,negustorii,,,trade,,https://ro.wiktionary.org/wiki/negustorie,,,
negustorime,N,FEM,,,,merchants,,https://ro.wiktionary.org/wiki/negustorime,needs plural confirmation,ne.ɡus.toˈri.me,
negustorire,N,FEM,negustoriri,,,trade,,https://ro.wiktionary.org/wiki/negustorire,,,
negustoriță,N,FEM,negustorițe,,,,,https://ro.wiktionary.org/wiki/negustori%C8%9B%C4%83,,ne.gus.toˈri.ʦə,
negustoros,ADJ,,,,,merchant-like,,https://ro.wiktionary.org/wiki/negustoros,,,
neguvernamental,ADJ,,,,,non-governmental,,https://ro.wiktionary.org/wiki/neguvernamental,,,
neguțare,N,FEM,neguțări,,,negotiation,,https://ro.wiktionary.org/wiki/negu%C8%9Bare,,,
neguțetorioară,N,FEM,neguțetorioare,,,,,https://en.wiktionary.org/wiki/negu%C8%9Betorioar%C4%83,,,
neguțitorie,N,FEM,neguțitorii,,,,,https://en.wiktionary.org/wiki/negu%C8%9Bitorie,,,
neguțător,N,MASC,neguțători,,,,,https://ro.wiktionary.org/wiki/negu%C8%9B%C4%83tor,,ne.gu.ʦə'tor,
neguțătoraș,N,MASC,neguțătorași,,,,,https://en.wiktionary.org/wiki/negu%C8%9B%C4%83tora%C8%99,,,
neguțătoreasă,N,FEM,neguțătorese,,,,,https://ro.wiktionary.org/wiki/negu%C8%9B%C4%83toreas%C4%83,,ne.gu.ʦə.toˈre̯a.sə,
neguțătorie,N,FEM,neguțătorii,,,,,https://ro.wiktionary.org/wiki/negu%C8%9B%C4%83torie,,ne.gu.ʦə.to'ri.e,
neguțătoriță,N,FEM,neguțătorițe,,,,,https://en.wiktionary.org/wiki/negu%C8%9B%C4%83tori%C8%9B%C4%83,,,
negândire,N,FEM,negândiri,,,thoughtlessness,,https://en.wiktionary.org/wiki/neg%C3%A2ndire,,,
negândit,N,NEUT,,,,unthinking,,https://ro.wiktionary.org/wiki/neg%C3%A2ndit,needs plural confirmation,ne.gɨn'dit,
nehalit,ADJ,,,,,"not having eaten, famished",,https://en.wiktionary.org/wiki/nehalit,,ne.haˈlit,
neharnic,N,MASC,neharnici,,,lazy person,,https://en.wiktionary.org/wiki/neharnic,,,
nehotărâre,N,FEM,,,,indecision,,https://ro.wiktionary.org/wiki/nehot%C4%83r%C3%A2re,needs plural confirmation,ne.ho.tə'rɨ.re,
nehotărât,ADJ,,,,,undecided,,https://ro.wiktionary.org/wiki/nehot%C4%83r%C3%A2t,,ne.ho.tə'rɨt,
neiasită,N,FEM,neiasite,,,pelican,,https://en.wiktionary.org/wiki/neiasit%C4%83,,,
neiculean,N,MASC,,,,,,https://ro.wiktionary.org/wiki/neiculean,needs plural confirmation,nej.kuˈle̯an,
neiculiță,N,MASC,,,,,,https://ro.wiktionary.org/wiki/neiculi%C8%9B%C4%83,needs plural confirmation,nej.kuˈli.ʦə,
neicușor,N,MASC,neicușori,,,,,https://ro.wiktionary.org/wiki/neicu%C8%99or,,nej.kuˈʃor,
neicuță,N,MASC,,,,,,https://ro.wiktionary.org/wiki/neicu%C8%9B%C4%83,needs plural confirmation,nej'ku.ʦə,
neică,N,MASC,,,,,,https://ro.wiktionary.org/wiki/neic%C4%83,needs plural confirmation,ˈnej.kə,
neidentificat,ADJ,,,,,unidentified,,https://ro.wiktionary.org/wiki/neidentificat,,,
neiertat,ADJ,,,,,unforgiving,,https://ro.wiktionary.org/wiki/neiertat,,ne.jerˈtat,
neiertător,ADJ,,,,,ruthless,,https://ro.wiktionary.org/wiki/neiert%C4%83tor,,ne.jer.tə'tor,
neimaginabil,ADJ,,,,,unimaginable,,https://ro.wiktionary.org/wiki/neimaginabil,,,
neimitabil,ADJ,,,,,inimitable,,https://ro.wiktionary.org/wiki/neimitabil,,,
neimplicat,ADJ,,,,,uninvolved,,https://ro.wiktionary.org/wiki/neimplicat,,,
neimportant,ADJ,,,,,unimportant,,https://ro.wiktionary.org/wiki/neimportant,,ne.im.porˈtant,
neimpozabil,ADJ,,,,,nontaxable,,https://ro.wiktionary.org/wiki/neimpozabil,,,
neinflamabil,ADJ,,,,,incombustible,,https://ro.wiktionary.org/wiki/neinflamabil,,,
neinformat,ADJ,,,,,uninformed,,https://ro.wiktionary.org/wiki/neinformat,,,
neinspirat,ADJ,,,,,uninspired,,https://ro.wiktionary.org/wiki/neinspirat,,,
neinstruit,ADJ,,,,,untrained,,https://ro.wiktionary.org/wiki/neinstruit,,,
neintegrabil,ADJ,,,,,nonintegrable,,https://ro.wiktionary.org/wiki/neintegrabil,,,
neinteligent,ADJ,,,,,unintelligent,,https://ro.wiktionary.org/wiki/neinteligent,,,
neinteligibil,ADJ,,,,,unintelligible,,https://ro.wiktionary.org/wiki/neinteligibil,,,
neintenționat,ADJ,,,,,involuntary,,https://ro.wiktionary.org/wiki/neinten%C8%9Bionat,,,
neinteresant,ADJ,,,,,dull,,https://ro.wiktionary.org/wiki/neinteresant,,,
neintervenție,N,FEM,neintervenții,,,nonintervention,,https://ro.wiktionary.org/wiki/neinterven%C8%9Bie,,,
neintervenționist,N,MASC,neintervenționiști,,,noninterventionist,,https://ro.wiktionary.org/wiki/neinterven%C8%9Bionist,,,
neintervenționistă,N,FEM,neintervenționiste,,,,,https://ro.wiktionary.org/wiki/neinterven%C8%9Bionist%C4%83,,,
neios,N,,neios,,,December,,https://ro.wiktionary.org/wiki/neios,needs gender confirmation,neˈjos,
neirigat,ADJ,,,,,unirrigated,,https://ro.wiktionary.org/wiki/neirigat,,,
neisan,N,MASC,neisani,,,panpipes player,,https://ro.wiktionary.org/wiki/neisan,,,
neisprăvit,N,MASC,neisprăviți,,,unfinished,,https://ro.wiktionary.org/wiki/neispr%C4%83vit,,ne.is.prə'vit,
neisprăvită,N,FEM,neisprăvite,,,,,https://ro.wiktionary.org/wiki/neispr%C4%83vit%C4%83,,ne.is.prə'vi.tə,
neistov,N,NEUT,,,,insanity,,https://en.wiktionary.org/wiki/neistov,needs plural confirmation,,
neistovit,ADJ,,,,,tireless,,https://ro.wiktionary.org/wiki/neistovit,,,
neiubitură,N,FEM,neiubituri,,,lack of affection,,https://en.wiktionary.org/wiki/neiubitur%C4%83,,,
neizbutit,ADJ,,,,,unsuccessful,,https://ro.wiktionary.org/wiki/neizbutit,,,
neizbândă,N,FEM,,,,failure,,https://ro.wiktionary.org/wiki/neizb%C3%A2nd%C4%83,needs plural confirmation,ne.izˈbɨn.də,
neizbăvit,ADJ,,,,,unsaved,,https://en.wiktionary.org/wiki/neizb%C4%83vit,,,
nejelnică,N,FEM,nejelnice,,,ground ivy,,https://en.wiktionary.org/wiki/nejelnic%C4%83,,,
nejudecat,ADJ,,,,,thoughtless,,https://en.wiktionary.org/wiki/nejudecat,,ˌne.ʒu.deˈkat,
nejust,ADJ,,,,,wrongful,,https://ro.wiktionary.org/wiki/nejust,,ne'ʒust,
nejustificabil,ADJ,,,,,unjustifiable,,https://ro.wiktionary.org/wiki/nejustificabil,,ne.ʒus.ti.fi'ka.bil,
nejustificat,ADJ,,,,,unjustified,,https://ro.wiktionary.org/wiki/nejustificat,,ne.ʒus.ti.fi'kat,
nelalocul,ADJ,,,,,improper,,https://ro.wiktionary.org/wiki/nelalocul,,,
nelegal,ADJ,,,,,illegal,,https://ro.wiktionary.org/wiki/nelegal,,,
nelegitim,ADJ,,,,,illegitimate,,https://ro.wiktionary.org/wiki/nelegitim,,,
nelegiuire,N,FEM,nelegiuiri,,,crime,,https://ro.wiktionary.org/wiki/nelegiuire,,,
nelegiuit,ADJ,,,,,outlawed,,https://ro.wiktionary.org/wiki/nelegiuit,,,
nelepcică,N,FEM,nelepcici,,,,,https://en.wiktionary.org/wiki/nelepcic%C4%83,,,
nelepcuță,N,FEM,nelepcuțe,,,,,https://en.wiktionary.org/wiki/nelepcu%C8%9B%C4%83,,,
nelesne,N,FEM,,,,,,https://en.wiktionary.org/wiki/nelesne,needs plural confirmation,,
nelimitat,ADJ,,,,,unlimited,,https://ro.wiktionary.org/wiki/nelimitat,,,
neliniar,ADJ,,,,,nonlinear,,https://en.wiktionary.org/wiki/neliniar,,ˌne.li.niˈar,
neliniște,N,FEM,neliniști,,,restlessness,,https://ro.wiktionary.org/wiki/nelini%C8%99te,,neˈli.niʃ.te,
neliniștire,N,FEM,neliniștiri,,,worry,,https://ro.wiktionary.org/wiki/nelini%C8%99tire,,ne.li.niʃ'ti.re,
neliniștit,ADJ,,,,,restless,,https://ro.wiktionary.org/wiki/nelini%C8%99tit,,ne.li.niʃ'tit,
neliniștitor,ADJ,,,,,upsetting,,https://ro.wiktionary.org/wiki/nelini%C8%99titor,,ne.li.niʃ.ti'tor,
nelipit,ADJ,,,,,unbonded,,https://ro.wiktionary.org/wiki/nelipit,,,
nelipsit,ADJ,,,,,omnipresent,,https://ro.wiktionary.org/wiki/nelipsit,,,
neloaial,ADJ,,,,,,,https://ro.wiktionary.org/wiki/neloaial,,,
nelocuibil,ADJ,,,,,uninhabitable,,https://ro.wiktionary.org/wiki/nelocuibil,,,
nelocuibilitate,N,FEM,,,,uninhabitability,,https://en.wiktionary.org/wiki/nelocuibilitate,needs plural confirmation,,
neloial,ADJ,,,,,disloyal,,https://ro.wiktionary.org/wiki/neloial,,,
nelucrare,N,FEM,,,,inactivity,,https://ro.wiktionary.org/wiki/nelucrare,needs plural confirmation,,
nelucrat,ADJ,,,,,unlaboured,,https://ro.wiktionary.org/wiki/nelucrat,,ˌne.luˈkrat,
nelume,N,FEM,,,,unworldly,,https://ro.wiktionary.org/wiki/nelume,needs plural confirmation,,
neluminat,ADJ,,,,,unlit,,https://ro.wiktionary.org/wiki/neluminat,,,
nelăcomie,N,FEM,nelăcomii,,,"moderation, temperance",,https://en.wiktionary.org/wiki/nel%C4%83comie,,,
nelămurire,N,FEM,nelămuriri,,,uncertainty,,https://ro.wiktionary.org/wiki/nel%C4%83murire,,ne.lə.mu'ri.re,
nelămurit,ADJ,,,,,uncertain,,https://ro.wiktionary.org/wiki/nel%C4%83murit,,ne.lə.mu'rit,
nemachiat,ADJ,,,,,without makeup,,https://ro.wiktionary.org/wiki/nemachiat,,,
nemaiauzit,ADJ,,,,,unheard of,,https://ro.wiktionary.org/wiki/nemaiauzit,,,
nemaicunoscut,ADJ,,,,,no longer known,,https://ro.wiktionary.org/wiki/nemaicunoscut,,,
nemaipomenit,ADJ,,,,,which has not yet been mentioned; unprecedented,,https://ro.wiktionary.org/wiki/nemaipomenit,,ne.maj.po.meˈnit,
nemaivăzut,ADJ,,,,,unseen before,,https://ro.wiktionary.org/wiki/nemaiv%C4%83zut,,ne.maj.vəˈzut,
nemaiîntâlnit,ADJ,,,,,unheard of,,https://ro.wiktionary.org/wiki/nemai%C3%AEnt%C3%A2lnit,,ne.maj.ɨn.tɨl'nit,
nemargine,N,FEM,nemargini,,,boundlessness,,https://ro.wiktionary.org/wiki/nemargine,,neˈmar.ʤi.ne,
nemascat,ADJ,,,,,unmasked,,https://en.wiktionary.org/wiki/nemascat,,ˌne.masˈkat,
nematelmint,N,MASC,nematelminți,,,nemathelminth,,https://ro.wiktionary.org/wiki/nematelmint,,,
nematocist,N,NEUT,nematociste,,,nematocyst,,https://ro.wiktionary.org/wiki/nematocist,,,
nematod,N,MASC,nematozi,,,nematode,,https://ro.wiktionary.org/wiki/nematod,,,
nemenie,N,FEM,nemenii,,,relation,,https://en.wiktionary.org/wiki/nemenie,,,
nemerit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/nemerit,,,
nemeritat,ADJ,,,,,undeserved,,https://en.wiktionary.org/wiki/nemeritat,,ˌne.me.riˈtat,
nemernic,N,MASC,nemernici,,,"rascal, knave, scoundrel, villain",,https://ro.wiktionary.org/wiki/nemernic,,neˈmer.nik,
nemernicie,N,FEM,nemernicii,,,villainy,,https://ro.wiktionary.org/wiki/nemernicie,,,
nemernică,N,FEM,nemernice,,,,,https://ro.wiktionary.org/wiki/nemernic%C4%83,,ne'mer.ni.kə,
nemestnicie,N,FEM,nemestnicii,,,inheritance,,https://en.wiktionary.org/wiki/nemestnicie,,,
nemet,N,NEUT,nemeturi,,,"clan, kin",,https://ro.wiktionary.org/wiki/nemet,,ˈnɛmɛt | ˈnɛmət,
nemetal,N,NEUT,nemetale,,,nonmetal,,https://ro.wiktionary.org/wiki/nemetal,,,
nemete,N,MASC,nemeți,,,,,https://en.wiktionary.org/wiki/nemete,,,
nemeș,N,MASC,nemeși,,nemeșel,small landlord who did not held any noble title,,https://ro.wiktionary.org/wiki/neme%C8%99,,'ne.meʃ,
nemeșel,N,MASC,nemeșei,,,,,https://en.wiktionary.org/wiki/neme%C8%99el,,,
nemeșie,N,FEM,,,,the class of small landlords,,https://ro.wiktionary.org/wiki/neme%C8%99ie,needs plural confirmation,,
nemeșime,N,FEM,nemeșimi,,,yeomanry,,https://en.wiktionary.org/wiki/neme%C8%99ime,,,
nemeșoaică,N,FEM,nemeșoaice,,,,,https://en.wiktionary.org/wiki/neme%C8%99oaic%C4%83,,,
nemeșug,N,NEUT,nemeșuguri,,,nobility,,https://en.wiktionary.org/wiki/neme%C8%99ug,,,
nemeșă,N,FEM,nemeșe,,,,,https://en.wiktionary.org/wiki/neme%C8%99%C4%83,,,
nemijlocit,ADJ,,,,,direct,,https://ro.wiktionary.org/wiki/nemijlocit,,ne.miʒ.lo'ʧit,
nemilos,ADJ,,,,,"compassionless, ruthless, merciless",,https://ro.wiktionary.org/wiki/nemilos,,ˌne.miˈlos,
nemilostenie,N,FEM,nemilostenii,,,mercilessness,,https://en.wiktionary.org/wiki/nemilostenie,,,
nemilostiv,ADJ,,,,,unmerciful,,https://ro.wiktionary.org/wiki/nemilostiv,,,
nemilostivire,N,FEM,nemilostiviri,,,mercilessness,,https://en.wiktionary.org/wiki/nemilostivire,,,
nemilostivnicie,N,FEM,nemilostivnicii,,,pitilessness,,https://en.wiktionary.org/wiki/nemilostivnicie,,,
nemilosârdie,N,FEM,nemilosârdii,,,lack of mercy,,https://en.wiktionary.org/wiki/nemilos%C3%A2rdie,,,
nemiluire,N,FEM,nemiluiri,,,pitilessness,,https://en.wiktionary.org/wiki/nemiluire,,,
nemiluit,ADJ,,,,,in large quantity,,https://ro.wiktionary.org/wiki/nemiluit,,,
nemilă,N,FEM,nemile,,nemilos | nemilostiv,"cruelty, mercilessness, ruthlessness",,https://ro.wiktionary.org/wiki/nemil%C4%83,,neˈmilə,
nemintos,N,MASC,nemintoși,,,a stupid person,,https://en.wiktionary.org/wiki/nemintos,,,
nemișcare,N,FEM,,,,immobility,,https://ro.wiktionary.org/wiki/nemi%C8%99care,needs plural confirmation,ne.miʃ'ka.re,
nemișcat,ADJ,,,,,"still, unmoved",,https://ro.wiktionary.org/wiki/nemi%C8%99cat,,ne.miʃ'kat,
nemișcător,ADJ,,,,,immobile,,https://ro.wiktionary.org/wiki/nemi%C8%99c%C4%83tor,,ne.miʃ.kə'tor,
nemoarte,N,FEM,,,,immortality,,https://en.wiktionary.org/wiki/nemoarte,needs plural confirmation,,
nemoralitate,N,FEM,nemoralități,,,immorality,,https://en.wiktionary.org/wiki/nemoralitate,,,
nemort,ADJ,,,,,undead,,https://en.wiktionary.org/wiki/nemort,,ˈne.mort,
nemotivat,ADJ,,,,,groundless,,https://ro.wiktionary.org/wiki/nemotivat,,,
nemulțumire,N,FEM,nemulțumiri,,,dissatisfaction,,https://ro.wiktionary.org/wiki/nemul%C8%9Bumire,,,
nemulțumit,ADJ,,,,,unhappy,,https://ro.wiktionary.org/wiki/nemul%C8%9Bumit,,,
nemulțumitor,ADJ,,,,,ungrateful,,https://ro.wiktionary.org/wiki/nemul%C8%9Bumitor,,,
nemulțămire,N,FEM,nemulțămiri,,,,,https://ro.wiktionary.org/wiki/nemul%C8%9B%C4%83mire,,ne.mul.ʦə'mi.re,
nemulțămit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/nemul%C8%9B%C4%83mit,,ne.mul.ʦə'mit,
nemulțămitor,ADJ,,,,,,,https://ro.wiktionary.org/wiki/nemul%C8%9B%C4%83mitor,,ne.mul.ʦə.mi'tor,
nemurire,N,FEM,nemuriri,,,immortality,,https://ro.wiktionary.org/wiki/nemurire,,,
nemuritoare,N,FEM,nemuritoare,,,,,https://ro.wiktionary.org/wiki/nemuritoare,,,
nemuritor,ADJ,,,,,"immortal, deathless, undying, eternal",,https://ro.wiktionary.org/wiki/nemuritor,,ˌne.mu.riˈtor,
nemuritorie,N,FEM,nemuritorii,,,immortality,,https://en.wiktionary.org/wiki/nemuritorie,,,
nemutat,N,NEUT,,,,staying unmoved,,https://en.wiktionary.org/wiki/nemutat,needs plural confirmation,,
nemuț,N,NEUT,nemuțuri,,,,,https://en.wiktionary.org/wiki/nemu%C8%9B,,,
nemzet,N,NEUT,nemzeturi,,,nation,,https://en.wiktionary.org/wiki/nemzet,,ˈnɛmzɛt,
nemâncare,N,FEM,,,,fasting,,https://ro.wiktionary.org/wiki/nem%C3%A2ncare,needs plural confirmation,ne.mɨn'ka.re,
nemâncat,ADJ,,,,,hungry,,https://ro.wiktionary.org/wiki/nem%C3%A2ncat,,ne.mɨn'kat,
nemândru,ADJ,,,,,unwise,,https://en.wiktionary.org/wiki/nem%C3%A2ndru,,,
nemângâiat,ADJ,,,,,inconsolable,,https://ro.wiktionary.org/wiki/nem%C3%A2ng%C3%A2iat,,ne.mɨn.gɨˈjat,
nemângâiere,N,FEM,nemângâieri,,,lack of consolation,,https://en.wiktionary.org/wiki/nem%C3%A2ng%C3%A2iere,,,
nemânie,N,FEM,nemânii,,,lack of anger,,https://en.wiktionary.org/wiki/nem%C3%A2nie,,,
nemânios,N,MASC,nemânioși,,,a calm person,,https://en.wiktionary.org/wiki/nem%C3%A2nios,,,
nemărginire,N,FEM,nemărginiri,,,boundlessness,,https://ro.wiktionary.org/wiki/nem%C4%83rginire,,ne.mər.ʤi'ni.re,
nemărginit,ADJ,,,,,"unbounded, limitless",,https://ro.wiktionary.org/wiki/nem%C4%83rginit,,ne.mər.ʤi'nit,
nemărire,N,FEM,nemăriri,,,modesty,,https://en.wiktionary.org/wiki/nem%C4%83rire,,,
nemărturisit,ADJ,,,,,unconfessed,,https://ro.wiktionary.org/wiki/nem%C4%83rturisit,,ne.mər.tu.ri'sit,
nemăsurare,N,FEM,nemăsurarări,,,immensity,,https://en.wiktionary.org/wiki/nem%C4%83surare,,,
nemăsurat,ADJ,,,,,unmeasured,,https://ro.wiktionary.org/wiki/nem%C4%83surat,,ne.mə.su'rat,
nemțean,N,MASC,nemțeni,,,,,https://ro.wiktionary.org/wiki/nem%C8%9Bean,,,
nemțeancă,N,FEM,nemțence,,,,,https://ro.wiktionary.org/wiki/nem%C8%9Beanc%C4%83,,nem'ʦe̯an.kə,
nemțeană,N,FEM,nemțene,,,,,https://en.wiktionary.org/wiki/nem%C8%9Bean%C4%83,,,
nemțesc,ADJ,,,,,German,,https://ro.wiktionary.org/wiki/nem%C8%9Besc,,nemˈt͡sesk,
nemțește,N,FEM,,,,the German language,,https://ro.wiktionary.org/wiki/nem%C8%9Be%C8%99te,needs plural confirmation,nemˈt͡seʃ.te,
nemție,N,FEM,,,,German,,https://ro.wiktionary.org/wiki/nem%C8%9Bie,needs plural confirmation,,
nemțime,N,FEM,,,,collective noun for Germans,,https://ro.wiktionary.org/wiki/nem%C8%9Bime,needs plural confirmation,,
nemțișor,N,MASC,nemțisori,,,small German,,https://ro.wiktionary.org/wiki/nem%C8%9Bi%C8%99or,,nem.ʦi'ʃor | fr:dauphinelle | tr:hezaren,
nemțoaică,N,FEM,nemțoaice,,,,,https://ro.wiktionary.org/wiki/nem%C8%9Boaic%C4%83,,nemˈʦo̯aj.kə,
nemțofil,N,MASC,nemțofili,,,Germanophile,,https://ro.wiktionary.org/wiki/nem%C8%9Bofil,,,
nemțofilă,N,FEM,nemțofile,,,,,https://ro.wiktionary.org/wiki/nem%C8%9Bofil%C4%83,,nem.ʦo'fi.lə,
nemțoi,N,MASC,nemțoi,,,,,https://en.wiktionary.org/wiki/nem%C8%9Boi,,,
nemțoicuță,N,FEM,nemțoicuțe,,,small German woman,,https://ro.wiktionary.org/wiki/nem%C8%9Boicu%C8%9B%C4%83,,nem.ʦoj'ku.ʦə,
nemțălău,N,MASC,nemțălăi,,,German,,https://en.wiktionary.org/wiki/nem%C8%9B%C4%83l%C4%83u,,,
nenatural,ADJ,,,,,unnatural,,https://ro.wiktionary.org/wiki/nenatural,,,
nenavigabil,ADJ,,,,,not navigable,,https://ro.wiktionary.org/wiki/nenavigabil,,,
nenavistie,N,FEM,nenavistii,,,hate,,https://en.wiktionary.org/wiki/nenavistie,,,
nencetat,ADJ,,,,,,,https://en.wiktionary.org/wiki/nencetat,,,
nenduplecat,ADJ,,,,,,,https://en.wiktionary.org/wiki/nenduplecat,,,
nendurat,ADJ,,,,,,,https://en.wiktionary.org/wiki/nendurat,,,
nene,N,MASC,mnene,,,,,https://ro.wiktionary.org/wiki/nene,,ˈneɪneɪ | ˈneɪˌneɪ | ˈne.ne | ˈnɛ.nɛ | ˈnene | ˈneneʔ | ˈn̪ɛː.n̪ɛʔ,
neneacă,N,FEM,neneci,,,mother,,https://ro.wiktionary.org/wiki/neneac%C4%83,,,
nenecuță,N,FEM,nenecuță,,,,,https://ro.wiktionary.org/wiki/nenecu%C8%9B%C4%83,,ne.ne'ku.ʦə,
nenegativ,ADJ,,,,,nonnegative,,https://en.wiktionary.org/wiki/nenegativ,,,
nenemerire,N,FEM,nenemeriri,,,failure,,https://en.wiktionary.org/wiki/nenemerire,,,
nengrijire,N,FEM,nengrijiri,,,,,https://en.wiktionary.org/wiki/nengrijire,,,
nenic,N,MASC,,,,,,https://ro.wiktionary.org/wiki/nenic,needs plural confirmation,,
nenimereală,N,FEM,nenimereli,,,failure,,https://en.wiktionary.org/wiki/nenimereal%C4%83,,,
neniuluc,N,MASC,neniuluci,,,,,https://en.wiktionary.org/wiki/neniuluc,,,
neniuluț,N,MASC,neniuluți,,,,,https://en.wiktionary.org/wiki/neniulu%C8%9B,,,
neniuț,N,MASC,neniuți,,,,,https://en.wiktionary.org/wiki/neniu%C8%9B,,,
nenișor,N,MASC,nenișori,,,,,https://ro.wiktionary.org/wiki/neni%C8%99or,,ne.ni'ʃor,
nenormat,ADJ,,,,,abnormal,,https://ro.wiktionary.org/wiki/nenormat,,,
nenoroc,N,,,nenoroci,,bad luck,,https://ro.wiktionary.org/wiki/nenoroc,needs plural confirmation | needs gender confirmation,fr:malchance,
nenorocire,N,FEM,nenorociri,,,"disaster, calamity",,https://ro.wiktionary.org/wiki/nenorocire,,,
nenorocit,N,MASC,nenorociți,,,bastard,,https://ro.wiktionary.org/wiki/nenorocit,,ˌne.no.roˈt͡ʃit,
nenorocită,N,FEM,nenorocite,,,,,https://ro.wiktionary.org/wiki/nenorocit%C4%83,,ne.no.ro'ʧi.tə,
nenorocos,ADJ,,,,,unlucky,,https://ro.wiktionary.org/wiki/nenorocos,,,
nentrecut,ADJ,,,,,,,https://en.wiktionary.org/wiki/nentrecut,,,
nentrerupt,ADJ,,,,,,,https://en.wiktionary.org/wiki/nentrerupt,,,
nenufar,N,MASC,nenufari,,,water lily,,https://ro.wiktionary.org/wiki/nenufar,,ne.nuˈfar,
nenul,ADJ,,,,,nonzero,,https://en.wiktionary.org/wiki/nenul,,,
nenumărabil,ADJ,,,,,innumerable,,https://ro.wiktionary.org/wiki/nenum%C4%83rabil,,ˌne.nu.məˈra.bil,
nenumărat,ADJ,,,,,countless,,https://ro.wiktionary.org/wiki/nenum%C4%83rat,,ne.nu.məˈrat,
nenvins,ADJ,,,,,,,https://en.wiktionary.org/wiki/nenvins,,,
nenărăvie,N,FEM,nenărăvii,,,animosity,,https://en.wiktionary.org/wiki/nen%C4%83r%C4%83vie,,,
neoantrop,N,MASC,neoantropi,,,modern man,,https://en.wiktionary.org/wiki/neoantrop,,,
neoartroză,N,FEM,neoartroze,,,pseudarthrosis,,https://ro.wiktionary.org/wiki/neoartroz%C4%83,,ne.o.ar'tro.zə,
neoaspete,N,MASC,neoaspeți,,,enemy,,https://en.wiktionary.org/wiki/neoaspete,,,
neobaroc,N,NEUT,neobaroci,,,neo-baroque,,https://ro.wiktionary.org/wiki/neobaroc,,,
neobedient,ADJ,,,,,disobedient,,https://ro.wiktionary.org/wiki/neobedient,,,
